user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
EHA01894_bin.8	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	GCF_000156175.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	97.75	0.929	GCF_000156175.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	97.75	0.929	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_902364775.1, s__Collinsella sp902364775, 95.0, 95.31, 0.849; GCA_900551665.1, s__Collinsella sp900551665, 95.0, 94.4, 0.723; GCA_029264355.1, s__Collinsella sp029264355, 95.0, 89.82, 0.597; GCA_020025115.1, s__Collinsella sp020025115, 95.0, 89.51, 0.49; GCA_958443615.1, s__Collinsella sp958443615, 95.0, 89.36, 0.528; GCA_902470815.1, s__Collinsella sp902470815, 95.0, 87.06, 0.319; GCF_020735465.1, s__Collinsella stercoris, 95.0, 86.51, 0.235; GCA_900540845.1, s__Collinsella sp900540845, 95.0, 86.2, 0.239; GCF_003479805.1, s__Collinsella sp003479805, 95.0, 86.15, 0.231; GCA_030525945.1, s__Collinsella sp030525945, 95.0, 85.17, 0.188	76.11	11	N/A	N/A
EHA01895_bin.6	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Taurinivorans;s__	N/A	N/A	N/A	N/A	N/A	GCA_029258655.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Taurinivorans;s__Taurinivorans sp029258655	88.83	0.416	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Taurinivorans;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_020024815.1, s__Taurinivorans sp020024815, 95.0, 90.55, 0.419	62.72	11	0.99029	N/A
EHA01897_bin.11	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Anaerobiospirillum_A;s__	N/A	N/A	N/A	N/A	N/A	GCA_029258325.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Anaerobiospirillum_A;s__Anaerobiospirillum_A sp029258325	90.32	0.718	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Anaerobiospirillum_A;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	97.5	11	0.99501	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
EHA01898_bin.3	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	83.67	11	0.98457	N/A
EHA01901_bin.11	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_A;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_A;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_001999985.1, s__Helicobacter_A rappini, 95.0, 94.62, 0.839; GCF_000686565.1, s__Helicobacter_A bilis, 96.02, 94.04, 0.744; GCF_900198365.1, s__Helicobacter_A bilis_B, 95.84, 94.01, 0.815; GCF_000765905.2, s__Helicobacter_A trogontum, 95.0, 80.96, 0.189	91.74	11	0.99446	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
EHA01901_bin.3	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Anaerobiospirillum;s__Anaerobiospirillum sp900543125	GCF_023050945.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Anaerobiospirillum;s__Anaerobiospirillum sp900543125	96.23	0.874	GCF_023050945.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Anaerobiospirillum;s__Anaerobiospirillum sp900543125	96.23	0.874	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Anaerobiospirillum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	97.04	11	N/A	N/A
EHA01901_bin.9	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp900540455	GCA_900540455.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp900540455	97.77	0.863	GCA_900540455.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp900540455	97.77	0.863	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_023347295.1, s__Faecalibacterium sp003449675, 95.0, 81.6, 0.155; GCA_025757845.1, s__Faecalibacterium sp900539945, 95.0, 81.32, 0.154	94.96	11	N/A	N/A
EHA01902_bin.25	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	63.61	11	0.98037	N/A
EHA01902_bin.4	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Parasutterella;s__Parasutterella gallistercoris	GCA_019113195.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Parasutterella;s__Parasutterella gallistercoris	98.08	0.883	GCA_019113195.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Parasutterella;s__Parasutterella gallistercoris	98.08	0.883	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Parasutterella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_900766055.1, s__Parasutterella sp900766055, 95.0, 92.93, 0.742; GCA_002492145.1, s__Parasutterella sp900552195, 95.0, 92.11, 0.725; GCF_000205025.1, s__Parasutterella excrementihominis, 95.48, 91.69, 0.767; GCA_900554375.1, s__Parasutterella sp900554375, 95.0, 87.29, 0.439	98.53	11	N/A	N/A
EHA01903_bin.11	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia sp019421345	GCA_019421345.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia sp019421345	98.23	0.882	GCA_019421345.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia sp019421345	98.23	0.882	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900548205.1, s__Roseburia sp900548205, 95.0, 93.16, 0.721; GCA_026168605.1, s__Roseburia sp026168605, 95.0, 83.89, 0.189	82.05	11	N/A	N/A
EHA01906_bin.11	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	95.41	11	0.96517	N/A
EHA01906_bin.12	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	93.29	11	0.98238	N/A
EHA01906_bin.24	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp902364775	GCF_902364775.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp902364775	95.2	0.827	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have incongruent species assignments	GCF_902364775.1, s__Collinsella sp902364775, 95.0, 95.2, 0.827; GCA_900551665.1, s__Collinsella sp900551665, 95.0, 94.73, 0.711; GCF_000156175.1, s__Collinsella intestinalis, 95.0, 94.62, 0.816; GCA_958443615.1, s__Collinsella sp958443615, 95.0, 89.58, 0.425; GCA_029264355.1, s__Collinsella sp029264355, 95.0, 89.32, 0.563; GCA_020025115.1, s__Collinsella sp020025115, 95.0, 89.31, 0.457; GCA_902470815.1, s__Collinsella sp902470815, 95.0, 87.29, 0.276; GCF_003479805.1, s__Collinsella sp003479805, 95.0, 85.55, 0.199; GCA_900540845.1, s__Collinsella sp900540845, 95.0, 85.4, 0.221; GCF_020735465.1, s__Collinsella stercoris, 95.0, 85.24, 0.214; GCA_030525945.1, s__Collinsella sp030525945, 95.0, 84.98, 0.153	72.33	11	N/A	N/A
EHA01907_bin.7	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Anaerobiospirillum;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Anaerobiospirillum;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	96.72	11	0.98247	N/A
EHA01908_bin.17	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Brotaphodocola;s__Brotaphodocola sp900538475	GCA_900538475.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Brotaphodocola;s__Brotaphodocola sp900538475	95.51	0.799	GCA_900538475.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Brotaphodocola;s__Brotaphodocola sp900538475	95.51	0.799	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Brotaphodocola;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900540335.1, s__Brotaphodocola sp900540335, 95.0, 89.97, 0.683	93.19	11	N/A	N/A
EHA01908_bin.19	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Gallibacter;s__Gallibacter sp937900695	GCA_937900695.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Gallibacter;s__Gallibacter sp937900695	97.6	0.797	GCA_937900695.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Gallibacter;s__Gallibacter sp937900695	97.6	0.797	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Gallibacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	95.77	11	N/A	N/A
EHA01908_bin.24	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Limisoma;s__Limisoma sp900556245	GCA_900556245.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Limisoma;s__Limisoma sp900556245	96.5	0.858	GCA_900556245.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Limisoma;s__Limisoma sp900556245	96.5	0.858	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Limisoma;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	94.2	11	N/A	N/A
EHA01908_bin.5	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Aphodousia;s__Aphodousia sp937906995	GCA_937906995.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Aphodousia;s__Aphodousia sp937906995	96.08	0.849	GCA_937906995.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Aphodousia;s__Aphodousia sp937906995	96.08	0.849	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Aphodousia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	98.43	11	N/A	N/A
EHA01911_bin.11	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Aphodousia;s__Aphodousia sp937906995	GCA_937906995.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Aphodousia;s__Aphodousia sp937906995	97.73	0.913	GCA_937906995.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Aphodousia;s__Aphodousia sp937906995	97.73	0.913	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Aphodousia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	87.43	11	N/A	N/A
EHA01914_bin.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	96.15	11	0.98452	N/A
EHA01914_bin.3	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__Sarcina perfringens	GCF_000013285.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__Sarcina perfringens	98.08	0.82	GCF_000013285.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__Sarcina perfringens	98.08	0.82	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_029258205.1, s__Sarcina sp029258205, 95.0, 92.88, 0.622; GCF_029267215.1, s__Sarcina sp029267215, 95.0, 86.57, 0.235	89.28	11	N/A	N/A
EHA01915_bin.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp900556555	GCA_900556555.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp900556555	97.29	0.704	GCA_900556555.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp900556555	97.29	0.704	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_947654165.1, s__Blautia sp947654165, 95.0, 89.97, 0.663; GCA_905200905.1, s__Blautia sp900753905, 95.0, 85.7, 0.261; GCA_902363515.1, s__Blautia sp000432195, 95.0, 83.77, 0.262; GCA_958352855.1, s__Blautia sp958352855, 95.0, 82.09, 0.222	76.15	11	N/A	N/A
EHA01915_bin.7	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp030536995	GCA_030536995.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp030536995	97.71	0.84	GCA_030536995.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp030536995	97.71	0.84	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_958367245.1, s__Blautia_A sp958367245, 95.0, 93.03, 0.789; GCA_019416265.1, s__Blautia_A sp019416265, 95.0, 87.22, 0.57	86.61	11	N/A	N/A
EHA01915_bin.8	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_B;s__Helicobacter_B sp937906905	GCF_937906905.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_B;s__Helicobacter_B sp937906905	96.25	0.822	GCF_937906905.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_B;s__Helicobacter_B sp937906905	96.25	0.822	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_900451095.1, s__Helicobacter_B canis_B, 95.0, 89.11, 0.197; GCF_008693005.1, s__Helicobacter_B canis, 95.0, 87.92, 0.184	72.39	11	N/A	N/A
EHA01917_bin.14	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__Sarcina perfringens	GCF_000013285.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__Sarcina perfringens	98.39	0.841	GCF_000013285.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__Sarcina perfringens	98.39	0.841	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_029258205.1, s__Sarcina sp029258205, 95.0, 93.51, 0.604; GCF_029267215.1, s__Sarcina sp029267215, 95.0, 86.85, 0.216	69.95	11	N/A	N/A
EHA01918_bin.18	d__Bacteria;p__Bacillota;c__Bacilli;o__MOL361;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter sanguinis	GCF_013046825.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__MOL361;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter sanguinis	99.55	0.921	GCF_013046825.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__MOL361;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter sanguinis	99.55	0.921	d__Bacteria;p__Bacillota;c__Bacilli;o__MOL361;f__Turicibacteraceae;g__Turicibacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	98.37	11	N/A	N/A
EHA01918_bin.2	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Fimicola;s__Fimicola sp944379995	GCA_944379995.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Fimicola;s__Fimicola sp944379995	98.48	0.952	GCA_944379995.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Fimicola;s__Fimicola sp944379995	98.48	0.952	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Fimicola;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_019415525.1, s__Fimicola sp019415525, 95.0, 92.91, 0.762; GCA_018715485.1, s__Fimicola cottocaccae, 95.0, 86.85, 0.435; GCA_017694425.1, s__Fimicola merdigallinarum, 95.0, 81.59, 0.207	96.78	11	N/A	N/A
EHA01918_bin.20	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_G;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_G;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	93.29	11	0.93484	N/A
EHA01918_bin.3	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A fusiformis	GCF_020687435.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A fusiformis	98.5	0.92	GCF_020687435.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A fusiformis	98.5	0.92	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_958454115.1, s__Blautia_A wexlerae_C, 95.0, 95.88, 0.366; GCA_900751995.1, s__Blautia_A sp900751995, 95.0, 95.24, 0.55; GCF_013304735.1, s__Blautia_A sp900066205, 95.0, 90.84, 0.673; GCF_003461955.1, s__Blautia_A sp900066335, 95.0, 90.56, 0.642; GCF_013304825.1, s__Blautia_A schinkii_B, 95.0, 89.03, 0.533; GCF_003474435.1, s__Blautia_A sp003474435, 95.22, 88.96, 0.527; GCA_900764225.1, s__Blautia_A sp900764225, 95.0, 86.71, 0.34; GCA_934373235.1, s__Blautia_A sp934373235, 95.0, 84.4, 0.206	85.22	11	N/A	N/A
EHA01919_bin.18	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Cetobacterium_A;s__Cetobacterium_A sp934085975	GCA_934085975.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Cetobacterium_A;s__Cetobacterium_A sp934085975	97.56	0.917	GCA_934085975.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Cetobacterium_A;s__Cetobacterium_A sp934085975	97.56	0.917	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Cetobacterium_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_022430525.1, s__Cetobacterium_A sp905216205, 95.0, 87.01, 0.542; GCF_947038635.1, s__Cetobacterium_A sp947038635, 95.0, 86.59, 0.497; GCF_000479045.1, s__Cetobacterium_A somerae, 95.0, 86.33, 0.549; GCF_024506395.1, s__Cetobacterium_A somerae_A, 95.0, 84.74, 0.431; GCF_000799075.1, s__Cetobacterium_A sp000799075, 95.0, 82.08, 0.262; GCF_945952365.1, s__Cetobacterium_A sp945952365, 95.0, 81.39, 0.248; GCA_002428805.1, s__Cetobacterium_A sp002428805, 95.0, 81.34, 0.213; GCF_014250675.1, s__Cetobacterium_A sp014250675, 95.0, 80.8, 0.171; GCF_947072685.1, s__Cetobacterium_A sp947072685, 95.0, 79.81, 0.185	92.97	11	N/A	N/A
